henrygd/beszel	Go	23345	homelab,monitoring,self-hosted	Lightweight server monitoring with historical data, docker stats, and alerts.
amir20/dozzle	Go	13459	docker,docker-container,golang,k8s,log,logging	Realtime log viewer for containers.  Supports Docker, Swarm and K8s. 
crowdsecurity/crowdsec	Go	14131	attacks-prevention,detection,ids,ips,linux,protection	CrowdSec - the open-source and participative security solution offering crowdsourced protection against malicious IPs and access to the mos…
portainer/portainer	TypeScript	37891	docker,docker-compose,docker-container,docker-deployment,docker-image,docker-swarm	Making Docker and Kubernetes management easy.
caddyserver/caddy	Go	73769	acme,automatic-https,caddy,caddyfile,go,golang	Fast and extensible multi-platform HTTP/1-2-3 web server with automatic HTTPS
moghtech/komodo	Rust	11539		🦎 a tool to build and deploy software on many servers 🦎
filebrowser/filebrowser	Go	35406	file-browser,file-manager,file-sharing,go,material-design,self-hosted	📂 Web File Browser
gethomepage/homepage	JavaScript	31354	docker,homepage,nextjs,node,react,self-hosted	A highly customizable homepage (or startpage / application dashboard) with Docker and service API integrations.
modular/modular	Mojo	26468	ai,language,machine-learning,max,modular,mojo	The Modular Platform (includes MAX & Mojo)
Hackndo/sprayhound	Python	261		Password spraying tool and Bloodhound integration
ading2210/doompdf	C	3846		A port of Doom (1993) that runs inside a PDF file
ading2210/linuxpdf	C	4972		Linux running inside a PDF file via a RISC-V emulator
DataDog/heroku-buildpack-datadog	Shell	76		Heroku Buildpack to run the Datadog Agent in a Dyno
FR33THYFR33THY/WinSux	PowerShell	138		
kubernetes/kubernetes	Go	123452	cncf,containers,go,kubernetes	Production-Grade Container Scheduling and Management
nornir-automation/nornir	Python	1598		Pluggable multi-threaded framework with inventory management to help operate collections of devices
greenbone/openvas-scanner	Rust	4696	c,foo,greenbone,greenbone-community-edition,greenbone-vulnerability-management,gvm	This repository contains the scanner component for Greenbone Community Edition.
gadievron/raptor	Python	3280		Raptor turns Claude Code into a general-purpose AI offensive/defensive security agent. By using Claude.md and creating rules, sub-agents, a…
rhysd/actionlint	Go	4008	actions,ci,github-actions,lint,linter	:octocat: Static checker for GitHub Actions workflow files
PCSX2/pcsx2	C++	15089	cpp,emulation,emulator,pcsx2,ps2	PCSX2 - The Playstation 2 Emulator
47ng/nuqs	TypeScript	10649	query-params,react,search-params,state-management,type-safe,type-safety	Type-safe search params state manager for React frameworks - Like useState, but stored in the URL query string.
trufflesecurity/trufflehog	Go	26963	credentials,devsecops,dynamic-analysis,precommit,scanning,secret	Find, verify, and analyze leaked credentials
eslint-community/eslint-plugin-security	JavaScript	2358	eslint,eslint-plugin	ESLint rules for Node Security
EvotecIT/PSWriteHTML	PowerShell	1009	css,hacktoberfest,html,javascript,powershell	PSWriteHTML is PowerShell Module to generate beautiful HTML reports, pages, emails without any knowledge of HTML, CSS or JavaScript. To get…
VirusTotal/vt-cli	Go	1426		VirusTotal Command Line Interface
26zl/Oppgave_2_KI	Python	1		INF2010
ZeroLeaks/zeroleaks	TypeScript	708		AI Security Scanner - Test your AI systems for prompt injection and extraction vulnerabilities
mikeroyal/Self-Hosting-Guide	Dockerfile	21851	authentication,awesome,awesome-list,decentralized,docker-compose,home-assistant	Self-Hosting Guide. Learn all about  locally hosting (on premises & private web servers) and managing software applications by yourself or …
hesreallyhim/awesome-claude-code	Python	48617	agent-skills,agentic-code,agentic-coding,ai-workflow-optimization,ai-workflows,anthropic	A hand-picked collection of the finest of resources for the most awesome of agents, Claude Code, the undisputed champion of coding companio…
AlexsJones/llmfit	Rust	29134	gguf,llm,localai,mlx,skill,unsloth	Hundreds of models & providers. One command to find what runs on your hardware.
caido/caido	Shell	2448	bugbounty,pentesting,proxy,security,tool	🚀 Caido releases, wiki and roadmap
RPCS3/rpcs3	C++	19058	assembly-language,c,cpp,emulation,emulator,hacktoberfest	PlayStation 3 emulator and debugger
peteromallet/dataclaw	Python	2107		Agent harness to publish your history from Claude Code et al. as Huggingface datasets. 
BurntSushi/ripgrep	Rust	65846	cli,command-line,command-line-tool,gitignore,grep,recursively-search	ripgrep recursively searches directories for a regex pattern while respecting your gitignore
D4Vinci/Scrapling	Python	68317	ai,ai-scraping,automation,crawler,crawling,crawling-python	🕷️ An adaptive Web Scraping framework that handles everything from a single request to a full-scale crawl!
sharkdp/bat	Rust	59582	cli,command-line,git,hacktoberfest,rust,syntax-highlighting	A cat(1) clone with wings.
TonyPhipps/SIEM	PowerShell	720	analysis,baseline,blue,forensics,hunt,incident	SIEM Tactics, Techiques, and Procedures
memstechtips/Winhance	C#	11484	autounattend,bloatware,bloatware-removal,cleanup,debloat,debloater	Application designed to optimize, customize and enhance your Windows experience.
mathiasbynens/dotfiles	Shell	31395	bash,dotfiles,macos	:wrench: .files, including ~/.macos — sensible hacker defaults for macOS
Hammerspoon/hammerspoon	Objective-C	15688	automation,hammerspoon,irc,lua,macos,mjolnir	Staggeringly powerful macOS desktop automation with Lua
ShinMegamiBoson/OpenPlanter	Python	1646		
PrefectHQ/fastmcp	Python	25990	agents,fastmcp,llms,mcp,mcp-clients,mcp-servers	🚀 The fast, Pythonic way to build MCP servers and clients.
productdevbook/port-killer	Swift	4923	developer-tools,kubernetes,macos,macos-app,menu-bar,port-killer	A powerful cross-platform port management tool for developers. Monitor ports, manage Kubernetes port forwards, integrate Cloudflare Tunnels…
eza-community/eza	Rust	22509	color,command-line,files,hacktoberfest,icons,ls	A modern alternative to ls
26zl/windows-sandbox-lab	PowerShell	1	developer-tools,dfir,dynamic-analysis,malware-analysis,powershell,reverse-engineering	One-command disposable Windows 11 sandbox that auto-installs a dev or malware-analysis toolchain via winget and logs what software does (Sy…
SwiftOnSecurity/sysmon-config		5579	logging,monitoring,netsec,sysinternals,sysmon,threat-hunting	Sysmon configuration file template with default high-quality event tracing
vxcontrol/pentagi	Go	18150	ai-agents,ai-security-tool,anthropic,autonomous-agents,golang,gpt	Fully autonomous AI Agents system capable of performing complex penetration testing tasks
p-e-w/heretic	Python	25821	abliteration,llm,transformer	Fully automatic censorship removal for language models
louislam/uptime-kuma	JavaScript	88795	docker,monitor,monitoring,responsive,self-hosted,selfhosted	A fancy self-hosted monitoring tool
traefik/traefik	Go	63871	consul,docker,etcd,go,golang,kubernetes	The Cloud Native Application Proxy
goauthentik/authentik	Python	22226	authentication,authentik,authorization,kubernetes,oauth2,oauth2-client	The authentication glue you need.
pentoo/pentoo-overlay	Shell	379		Gentoo overlay for security tools as well as the heart of the Pentoo Livecd
budtmo/docker-android	Python	15499	alibabacloud,android,android-emulator,aws,azure,cloud	Android in docker solution with noVNC supported and video recording
mik0w/pallms		140		Payloads for Attacking Large Language Models 
turbot/steampipe	Go	7879	aws,azure,cis,cloud,cnapp,cspm	Zero-ETL, infinite possibilities. Live query APIs, code & more with SQL. No DB required.
pypa/pipx	Python	12871	cli,hacktoberfest,pip,pypi,python,venv	Install and Run Python Applications in Isolated Environments
26zl/cybersec-toolkit	Python	25	agent-skills,ai-agent,ai-hacking,blue-team,bug-bounty,claude-code	One command installs 580+ security tools on Linux & Termux; an authorization-gated MCP server picks tools and runs them with you — companio…
Orbmu2k/nvidiaProfileInspector	C#	6735		
KeygraphHQ/shannon	TypeScript	45446	penetration-testing,pentesting,security-audit,security-automation,security-tools	Shannon is an autonomous, white-box AI pentester for web applications and APIs. It analyzes your source code, identifies attack vectors, an…
fmhy/FMHY		13314	freemediaheckyeah	https://fmhy.net/
henrypp/memreduct	C	9806	cleaner,foss,mem-reduct,memory,memory-management,memory-monitoring	Lightweight real-time memory management application to monitor and clean system memory on your computer.
fastfire/deepdarkCTI		7035	cti,cyberhunter,darkweb,deepweb,threat-intelligence	Collection of Cyber Threat Intelligence sources from the deep and dark web
public-apis/public-apis	Python	447006	api,apis,dataset,development,free,list	A collective list of free APIs
pmndrs/zustand	TypeScript	58416	hacktoberfest,hooks,react,react-context,reactjs,redux	🐻 Bear necessities for state management in React
remarkablemark/html-react-parser	TypeScript	2419	dom,html,html-react-parser,javascript,jsx,library	📝 HTML to React parser.
pinojs/pino	JavaScript	18000	fast,json,logger,nodejs,pino	🌲 super fast, all natural json logger
openclaw/openclaw	TypeScript	381881	ai,assistant,crustacean,molty,openclaw,own-your-data	Your own personal AI assistant. Any OS. Any Platform. The lobster way. 🦞 
total-typescript/zod-tutorial	TypeScript	633		A crash course on Zod - a schema validation library for TypeScript
Automattic/mongoose	JavaScript	27480	mongo,mongodb,nodejs,odm,orm	MongoDB object modeling designed to work in an asynchronous environment.
vercel/next.js	JavaScript	140360	blog,browser,compiler,components,hybrid,nextjs	The React Framework
pnpm/pnpm	Rust	35703	dependency-manager,install,javascript,modules,node,nodejs	Fast, disk space efficient package manager
instructure/canvas-lms	Ruby	6711	canvas-lms,gerrit-mirror,instructure	The open LMS by Instructure, Inc.
EthanLipnik/MirageKit	Swift	612		Peer to Peer screen sharing framework from macOS to iPadOS, visionOS, and macOS
evyatarmeged/Raccoon	Python	3739	enumeration,fuzzing,hacking,hacking-tool,information-gathering,offensive-security	A high performance offensive security tool for reconnaissance and vulnerability scanning
fdcastel/Hyper-V-Automation	PowerShell	222		Collection of Powershell scripts to manage Hyper-V environments.
chocolatey/choco	C#	11444	c-sharp,chocolatey,hacktoberfest,package-management,package-manager,package-manager-tool	Chocolatey - the package manager for Windows
ScoopInstaller/Scoop	PowerShell	24364	installer,powershell,scoop,windows	A command-line installer for Windows.
BrowserWorks/waterfox	JavaScript	6034	browser,gecko,waterfox,web,web-browser	The official Waterfox 💧 source code repository
26zl/PowerShellPerfect	PowerShell	6	aliases,bat,cli,customizable,cybersecurity,dotfiles-windows	Windows PowerShell profile with a p10k-style install wizard, 145+ commands, Oh My Posh theming, fuzzy search, and built-in security/sysadmi…
Ilshidur/action-discord	JavaScript	464	github-action,github-actions	🚀 GitHub Action that sends a Discord message.
26zl/StudyWise	TypeScript	2	bachelor-thesis,chatbot,cloudflare,fullstack,github-actions,heroku	BOP3000                                                                                                      https://www.studwize.page/
FR33THYFR33THY/Github-Game-Configs	PowerShell	265		
FR33THYFR33THY/Ultimate	PowerShell	623		
jellyfin/jellyfin	C#	53997	csharp,dotnet,hacktoberfest,jellyfin	The Free Software Media System - Server Backend & API
AutomatedLab/AutomatedLab	PowerShell	2208	active,active-directory,automated-deployment,azure,deployment,directory	AutomatedLab is a provisioning solution and framework that lets you deploy complex labs on HyperV and Azure with simple PowerShell scripts.…
vyos/vyos-nightly-build		131		Scheduled ISO nightly builds
vyos/vyos-build	Python	1280	vyos	VyOS image build scripts
SigmaHQ/sigma	Python	10701	elasticsearch,ids,logging,monitoring,security,siem	Main Sigma Rule Repository
Neo23x0/Loki-RS	Rust	337	dfir,incident-response,iocs,scanner,yara	🐍 High-performance, multi-threaded YARA & IOC scanner
vxunderground/MalwareSourceCode	Assembly	18518	malware,malware-detection,malware-development,malware-research	Collection of malware source code for a variety of platforms in an array of different programming languages.
usebruno/bruno	JavaScript	45378	api-client,api-testing,automation,developer-tools,git,graphql-client	Opensource IDE For Exploring and Testing API's (lightweight alternative to Postman/Insomnia)
26zl/DiscGolf_Webapp	JavaScript	1	application,backend,crud,express,frontend,fullstack	Prosjektoppgave i APP2000 ved USN Bø (2024/2025)
26zl/Feriekomp	Python	1	backend,database,docker,fastapi,frontend,fullstack	Fullstack mini-prosjekt, sommer 2025
mas-cli/mas	Swift	12243	app-store,homebrew,mac-app-store,macos,mas,osx	:package: Mac App Store command-line interface
pydantic/pydantic	Python	28203	hints,json-schema,parsing,pydantic,python,python310	Data validation using Python type hints
fastapi/fastapi	Python	100064	api,async,asyncio,fastapi,framework,json	FastAPI framework, high performance, easy to learn, fast to code, ready for production
virattt/dexter	TypeScript	27314		An autonomous agent for deep financial research
chlebik/ModernOperatingSystems_AndrewTanenbaum		252	cpu,filesystem,filesystems,io,ipc,linux	My notes after reading 'Modern Operating Systems' book by Andrew Tanenbaum and Herbert Bos.
26zl/Spesialpensum-Linux	Shell	1	ansible,automation,bash,devops,ikt,infrastructure	Spesialpensum i Linux 6022
InQuest/awesome-yara		4239	awesome,awesome-list,awesome-yara,ioc,malware-analysis,malware-detection	A curated list of awesome YARA rules, tools, and people.
Yara-Rules/rules	YARA	4835		Repository of yara rules
VirusTotal/yara	C	9731		The pattern matching swiss knife
Jguer/yay	Go	13600	archlinux,aur,aur-completions,aur-helper,aur-packages,pacaur	Yet another Yogurt - An AUR Helper written in Go
ChrisTitusTech/powershell-profile	PowerShell	999		Pretty PowerShell that looks good and functions almost as good as Linux terminal 
brightio/penelope	Python	1895	ctf,ctf-tools,hackthebox,oscp,oscp-tools,pty	Penelope Shell Handler
0xbitx/Hacking-guide	HTML	450		
qbittorrent/qBittorrent	C++	38617	bittorrent,bittorrent-client,c-plus-plus,crossplatform,torrent,torrent-client	qBittorrent BitTorrent client
digininja/DVWA	PHP	13323	dvwa,hacking,infosec,php,security,sql-injection	Damn Vulnerable Web Application (DVWA)
target/strelka	Python	993	cfc,detection,golang,python3,security,target-cfc	Real-time, container-based file scanning at enterprise scale
Security-Onion-Solutions/securityonion	Shell	4703	case-management,cyber-security,endpoint-security,information-security,intrusion-detection-system,monitoring	Security Onion is a free and open platform for threat hunting, enterprise security monitoring, and log management. It includes our own inte…
NVIDIA/open-gpu-kernel-modules	C	17135		NVIDIA Linux open GPU kernel module source
jetkvm/kvm	TypeScript	4759	kvm	Control any computer remotely
TibixDev/winboat	TypeScript	21860	docker,docker-compose,linux,rdp,virtualization,windows	Run Windows apps on 🐧 Linux with ✨ seamless integration
tw93/Mole	Shell	58080	analyzer,appcleaner,clean,cleaner,cleaner-cli,cleaner-script	🐹 Clean, uninstall, analyze, optimize, and monitor your Mac from the terminal.
flightlessmango/MangoHud	C	8798	benchmarking,hud,linux,monitoring,opengl,vulkan	A Vulkan and OpenGL overlay for monitoring FPS, temperatures, CPU/GPU load and more.
Morganamilo/paru	Rust	8861	arch,archlinux,aur-helper,hacktoberfest,pacman,paru	Feature packed AUR helper
Limine-Bootloader/Limine	C	3430	aarch64,arm,arm64,bios,boot-loader,boot-manager	Modern, secure, portable, multiprotocol bootloader and boot manager.
CachyOS/linux-cachyos	Shell	3984	archlinux,baby-sched,cachy,cachy-scheduler,cachyos,cacule-sched	Archlinux Kernel based on different schedulers and some other performance improvements.
holzschu/a-shell	Perl	3809		A terminal for iOS, with multiple windows
koalaman/shellcheck	Haskell	39661	bash,developer-tools,haskell,linter,shell,static-analysis	ShellCheck, a static analysis tool for shell scripts
hoodinformatik/OpenThreat	Python	382		
schollz/croc	Go	35400	data-transfer,file-sharing,golang,pake,peer-to-peer,tcp	Easily and securely send things from one computer to another :crocodile: :package:
PowerShell/PowerShell	C#	54309	command-line,hacktoberfest,linux,macos,netcore,powershell	PowerShell for every system!
Raphire/Win11Debloat	PowerShell	50099	automated,bloatware,bloatware-removal,cleanup,cli,debloat	A simple, lightweight PowerShell script that allows you to remove pre-installed apps, disable telemetry, as well as perform various other c…
IceWhaleTech/ZimaOS	Shell	2789	nas,operating-system,os	A Simplified, Focused and Open NAS OS_
zabbix/zabbix	Go Template	6035	alerting,application-monitoring,metrics,monitoring,network-monitoring,zabbix	Real-time monitoring of IT components and services, such as networks, servers, VMs, applications and the cloud.
akinomyoga/ble.sh	Shell	4476	auto-complete,bash,bash-configuration,blesh,line-editor,syntax-highlighting	Bash Line Editor―a line editor written in pure Bash with syntax highlighting, auto suggestions, vim modes, etc. for Bash interactive sessio…
ohmybash/oh-my-bash	Shell	7588	bash-configuration,oh-my-bash,productivity,shell,terminal,theme	A delightful community-driven framework for managing your bash configuration, and an auto-update tool so that makes it easy to keep up with…
NixOS/nix	C++	17248	c-plus-plus,declarative-language,functional-programming,nix,package-manager	Nix, the purely functional package manager
asmvik/yabai	C	29224		A tiling window manager for macOS based on binary space partitioning
ios12checker/Windows-Maintenance-Tool	PowerShell	1418		A powerful, all-in-one Windows maintenance toolkit built entirely in Batch & PowerShell. Designed for power users, sysadmins, and curious t…
PacktPublishing/Mastering-Ubuntu-Server-Fourth-Edition	HCL	67		Mastering Ubuntu Server, Fourth Edition, Published by Packt
SadServers/sadservers	HCL	2849	devops,interview-practice,interview-preparation,interview-test,linux,sre-infra	SadServers: Linux & DevOps Troubleshooting Scenarios SaaS
colinhacks/zod	TypeScript	43161	runtime-validation,schema-validation,static-types,type-inference,typescript	TypeScript-first schema validation with static type inference
26zl/Chatbot	Python	1	ai,cohere,openai,pinecone,python,rag	INF-2220 Assignment 2
mother-of-all-self-hosting/mash-playbook	Python	1085	adguard-home,ansible-playbook,authentik,bind,collabora-online,docker	🐋 Ansible playbook which helps you host various FOSS services as Docker containers on your own server
sarperavci/CloudflareBypassForScraping	Python	2472	bypass,cloudflare,cloudflare-bypass,cloudflare-bypass-script,cloudflare-bypasser,drissionpage	A cloudflare verification bypass script for webscraping
konstruktoid/hardening	Shell	1715	hacktoberfest,hardening,information-security,security,security-automation,security-compliance	Hardening Ubuntu. Systemd edition.
barracuda-fsh/pyobd	Python	1237		OBD-II compliant automotive diagnostic tool
Jamesbarford/holyc-lang	C	995	c,compiler,holyc,programming,programming-language,programming-languages	HolyC compiler & transpiler
bleachbit/bleachbit	Python	6170	antiforensics,bleachbit,ccleaner-alternative,disk-cleaner,gplv3,gtk	BleachBit system cleaner for Windows and Linux
Gameye98/Lazymux	Python	3637		termux tool installer
WerWolv/ImHex	C++	54084	analyzer,binary-analysis,c-plus-plus,cpp,cybersecurity,dark-mode	🔍 A Hex Editor for Reverse Engineers, Programmers and people who value their retinas when working at 3 AM.
0xInfection/XSRFProbe	Python	1295	audit,crafted-tokens,crawler,csrf,csrf-attacks,csrf-poc	The Prime Cross Site Request Forgery (CSRF) Audit and Exploitation Toolkit.
cockroachdb/cockroach	Go	32253	cockroachdb,database,distributed-database,go,hacktoberfest,sql	CockroachDB — the cloud native, distributed SQL database designed for high availability, effortless scale, and control over data placement.
driesvints/dotfiles	Shell	2712	backup,brew,dotfiles,homebrew,macos,oh-my-zsh	Get started with your own dotfiles.
grafana/grafana	TypeScript	75328	alerting,analytics,business-intelligence,dashboard,data-visualization,elasticsearch	The open and composable observability and data visualization platform. Visualize metrics, logs, and traces from multiple sources like Prome…
prometheus/prometheus	Go	64963	alerting,graphing,hacktoberfest,metrics,monitoring,prometheus	The Prometheus monitoring system and time series database.
wazuh/wazuh	C++	16031	cloud-security,compliance,configuration-assessement,container-security,cybersecurity,file-integrity-monitoring	Wazuh - The Open Source Security Platform. Unified XDR and SIEM protection for endpoints and cloud workloads.
nextdns/nextdns	Go	4085	dns,dns-over-https	NextDNS CLI client (DoH Proxy)
pivpn/pivpn	Shell	8013	openvpn,openvpn-installer,pivpn,raspberry-pi,vpn-server,wireguard	The Simplest VPN installer, designed for Raspberry Pi
hahwul/WebHackersWeapons	Ruby	4881	awesome-list,bugbounty,bugbountytips,hacking,hacktoberfest,scanner	⚔️ Web Hacker's Weapons / A collection of cool tools used by Web hackers. Happy hacking , Happy bug-hunting
apurvsinghgautam/robin	Python	5804	ai-tool,darkweb,darkweb-osint,investigation-tool,llm-powered,osint	AI-Powered Dark Web OSINT Tool
waydabber/BetterDisplay		32503	4k,brightness,ddc,display,edid,flexible	Unlock your displays on your Mac! Flexible HiDPI scaling, XDR/HDR extra brightness, virtual screens, DDC control, extra dimming, PIP/stream…
ghostty-org/ghostty	Zig	57642		👻 Ghostty is a fast, feature-rich, and cross-platform terminal emulator that uses platform-native UI and GPU acceleration.
frida/frida	Meson	21232	frida,instrumentation,vala	Clone this repo to build Frida
canonical/multipass	C++	9170	cloud,container,hyper-v,libvirt,linux,macos	Multipass orchestrates virtual Ubuntu instances
26zl/ProveEksamen6124	Java	1	algorithms-and-data-structures,java	
KatharaFramework/Kathara	Python	621	bgp,computer-networks,containers,dns-server,docker,k8s	A lightweight container-based network emulation system.
Universal-Debloater-Alliance/universal-android-debloater-next-generation	Rust	8317	adb,android,bloatware-list,bloatware-removal,debloat,debloater	Cross-platform GUI written in Rust using ADB to debloat non-rooted Android devices. Improve your privacy, the security and battery life of …
neodyme-labs/github-secrets	Python	185		This tool analyzes a given Github repository and searches for dangling or force-pushed commits containing potential secret or interesting i…
MathisHammel/stringcheese	C	87		StringCheese is a CTF tool to solve easy challenges automatically in many cases where a strings | grep is just not enough
ufrisk/MemProcFS	C	4230		MemProcFS
RsaCtfTool/RsaCtfTool	Python	7009	cryptography,rsa,rsa-attack	RSA attack tool (mainly for ctf) - retrieve private key from weak public key and/or uncipher data
sveltejs/svelte	JavaScript	87447	compiler,template,ui	web development for the rest of us
stuxnet999/MemLabs	Shell	1878	ctf,ctf-challenges,cybersecurity,dfir,digital-forensics,forensics	Educational, CTF-styled labs for individuals interested in Memory Forensics
4ndr34z/glycon	Python	8		Glycon - C2 framework
ParrotSec/mimikatz	YARA	2561		
w181496/Web-CTF-Cheatsheet	Ruby	2978	cheatsheet,ctf	Web CTF CheatSheet 🐈
zardus/ctf-tools	Shell	9461		Some setup scripts for security research tools.
Crypto-Cat/CTF	Python	2510	appsec,binary-exploitation,capture-the-flag,ctf,ctftime,cybersecurity	CTF challenge (mostly pwn) files, scripts etc
26zl/SearchEngine	Java	1	algorithms-and-data-structures,java	Arbeidskrav 1 - 6124-1 25H Algoritmer og datastrukturer
swiftlang/swiftly	Swift	939	swift,version-manager	A Swift toolchain installer and manager, written in Swift.
swiftlang/swift-android-examples	C	563		
spipm/Depixelization_poc	Python	4545		Depix is a PoC for a technique to recover plaintext from pixelized screenshots.
sdkman/sdkman-cli	Shell	6807		The SDKMAN! Command Line Interface
oracle/graal	Java	21621	aot,compiler,graalvm,java	GraalVM compiles applications into native executables that start instantly, scale fast, and use fewer compute resources 🚀
26zl/SmartHome	Java	1	java,mvc,oop	OBJ2000- Objektorientert programmering 1
Solido/awesome-flutter	Dart	60491	android,awesome,awesome-list,collections,cross-platform,dartlang	An awesome list that curates the best Flutter libraries, tools, tutorials, articles and more.
iampawan/FlutterExampleApps	Dart	21503	android,apps,cross-platform,dart,dartlang,flutter	[Example APPS] Basic Flutter apps, for flutter devs.
flutter/flutter	Dart	177637	android,app-framework,cross-platform,dart,dart-platform,desktop	Flutter makes it easy and fast to build beautiful apps for mobile and beyond
spring-projects/spring-data-examples	Java	5424		Spring Data Example Projects
MorphiaOrg/morphia	Java	1677	java,kotlin,mongodb,odm	MongoDB object-document mapper in Java based on https://github.com/mongodb/mongo-java-driver
hibernate/hibernate-orm	Java	6450	database,envers,hibernate,hibernate-orm,jakarta-persistence,jakartaee	Idiomatic persistence for Java and relational databases
imthenachoman/How-To-Secure-A-Linux-Server		28170	cc-by-sa,hardening,hardening-steps,linux,linux-server,security	An evolving how-to guide for securing a Linux server.
anthropics/claude-code	Python	136442		Claude Code is an agentic coding tool that lives in your terminal, understands your codebase, and helps you code faster by executing routin…
Abdess/retrobios	Python	6392	batocera,bios,emudeck,emulator,emulatorjs,firmware	Complete BIOS and firmware packs for RetroArch, Batocera, Recalbox, Lakka, RetroPie, EmuDeck, RetroBat, RetroDECK, RomM. Verified checksums…
libretro/RetroArch	C	13314	c,libretro,retroarch	Cross-platform, sophisticated frontend for the libretro API. Licensed GPLv3.
ropnop/kerbrute	Go	3365		A tool to perform Kerberos pre-auth bruteforcing
ly4k/Certipy	Python	3579	adcs,pki	Tool for Active Directory Certificate Services enumeration and abuse
Pennyw0rth/NetExec	Python	5670	active-directory,hacking,infosec,infosectools,networks,pentest	The Network Execution Tool
bigskysoftware/htmx	JavaScript	48355	hateoas,html,htmx,hyperscript,javascript,rest	</> htmx - high power tools for HTML
AkashRajpurohit/git-sync	Go	699	backup-tool,backups,git,git-backup,go,golang	🔄 A simple tool to backup and sync your git repositories
rothgar/awesome-tmux		10116	awesome,awesome-list,tmux	A list of awesome resources for tmux
AndnixSH/APKToolGUI	C#	1336	apk,apk-tool-gui,apktool,gui,gui-apk-tool,modding	GUI for apktool, signapk, zipalign and baksmali utilities.
hegdepavankumar/Cisco-Images-for-GNS3-and-EVE-NG	HTML	2597	checkpoint-firewall,cisco,cisco-images,cisco-images-download,cisco-images-for-eve-ng,cisco-images-for-gns3	Free Images for EVE-NG and GNS3 containing routers, switches,Firewalls and other appliances, including Cisco, Fortigate, Palo Alto, Sophos …
reactos/reactos	C	17756	c,drivers,gpl,hacktoberfest,kernel,operating-system	A free Windows-compatible Operating System
aonez/Keka	PHP	7006	7zip,archiver,compression,extraction,ios,ipados	The macOS & iOS file archiver
GrapheneOS-Archive/device_google_tegu	Makefile	5		Pixel 9a device sources.
GrapheneOS/device_google_tegu-kernels_6.1		9		Pixel 9a kernel prebuilts.
26zl/macsmith	Shell	2	apple-silicon,automation,cli,developer-experience,development,devops	Forge a fresh Mac into a complete dev box, and keep it sharp. One-command install of Homebrew, Starship, language toolchains, and optional …
soupslurpr/AppVerifier	Kotlin	1117	android,jetpack-compose,kotlin,kotlin-android,material,material-3	Verify apps easily.
GrapheneOS/hardened_malloc	C	1911	grapheneos,hardening,malloc,malloc-library,memory,memory-allocation	Hardened allocator designed for modern systems. It has integration into Android's Bionic libc and can be used externally with musl and glib…
GrapheneOS/Vanadium	Python	1925	android,browser,chromium,grapheneos,privacy,security	Privacy and security enhanced releases of Chromium for GrapheneOS. Vanadium provides the WebView and standard user-facing browser on Graphe…
huggingface/huggingface_hub	Python	3735	deep-learning,hacktoberfest,machine-learning,model-hub,models,natural-language-processing	The official Python client for the Hugging Face Hub.
weaviate/weaviate	Go	16515	approximate-nearest-neighbor-search,generative-search,grpc,hnsw,hybrid-search,image-search	Weaviate is an open-source vector database that stores both objects and vectors, allowing for the combination of vector search with structu…
V0lk3n/nethunter_kernel_samsung_exynos9820	C	26		Nethunter port of LineageOS for Samsung Galaxy S10 Exynos9820
seemoo-lab/nexmon	C	2844	broadcom,firmware,framework,nexmon,patching,rpi	The C-based Firmware Patching Framework for Broadcom/Cypress WiFi Chips that enables Monitor Mode, Frame Injection and much more
vitejs/awesome-vite	JavaScript	17149	awesome,awesome-list,vite,vitejs	⚡️ A curated list of awesome things related to Vite.js
vitejs/vite	TypeScript	81796	build-tool,dev-server,frontend,hmr,vite	Next generation frontend tooling. It's fast!
streaak/keyhacks		6277		Keyhacks is a repository which shows quick ways in which API keys leaked by a bug bounty program can be checked to see if they're valid.
sqlmapproject/sqlmap	Python	37825	api-security,appsec,database,database-security,dbms,detection	Automatic SQL injection and database takeover tool
26zl/SparCollection	Python	1	azure,azure-functions,python,typescript,vitejs	INF-2220 Assignment 1
bpmcircuits/ESP32Marauder	C++	40		A suite of WiFi/Bluetooth offensive and defensive tools for the ESP32
Azure/azure-quickstart-templates	Bicep	14836	arm,arm-templates,azure,bicep,bicep-templates,templates	Azure Quickstart Templates
MicrosoftDocs/azure-docs	Markdown	10908	skilling	Open source documentation of Microsoft Azure
skickar/CreepDetector	Jupyter Notebook	211		Heck off, creeps
26zl/Realtek8821au-Linux-Driver-Monitor-Mode	C	3	aircrack-ng,driver,kali-linux,kismet,linux,monitor-mode	RTL8821AU/RTL8811AU USB WiFi driver with one-command monitor mode setup, udev hot-plug, channel hopping, and multi-distro support (NetworkM…
iAnonymous3000/awesome-grapheneos-guide		344	android,grapheneos,mobilesecurity,opsec,privacy	A comprehensive, step-by-step guide to help new users navigate the privacy-focused, security-hardened mobile OS based on Android. Learn how…
malmeloo/FindMy.py	Python	3112	airtag,apple,bluetooth,find-my,findmy,location-tracker	🍏 + 🎯 + 🐍 = Query Apple's FindMy Network with Python!
ServanKorkmaz/restaurant-website	HTML	1		Website for Nawarat Thai Mat & Catering — modern design, mobile-friendly, with admin page for menu and content management.
ServanKorkmaz/car-dealer-crm	TypeScript	1		Full-featured CRM/DMS for car dealerships with customer management, inventory, invoicing, SVV/FINN/Tripletex API integrations, and email co…
